,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
156467,1566783743977_N01,news,yahoo股市,重大要聞,2019-08-26 08:54:00,統一證券：台股目前仍受制月線反壓，上檔套牢賣壓沉重,Moneydj理財網,：<BR> 上周五台股以下跌3點至10526點開出後，市場持續觀望舉行中的Jackson Hole年會，買氣不振交投清淡，權值類股多半漲跌互見，僅有中信金、上海商銀、南亞科等表現較為強勢；且量能也顯著縮減，使得指數於平盤附近狹幅震盪整理，單日振幅僅有38點；終場指數上漲8點、以10538點作收，成交量能為1081億元。觀察盤面變化，三大類股中，金融、傳產分別上漲0.39%、0.19%，電子則下跌0.07%。在次族群部份，以電器電纜、橡膠及水泥類走勢最強，分別上漲1.61%、1.34%及0.95%。<BR> <BR> ：<BR> 三大法人合計買超19.35億元。其中外資賣超8.03億元，投信賣超2.04億元，自營商買超29.41億元。外資買超前五大為旺宏、華邦電、聯電、緯創、中環；賣超前五大為元太、欣興、鴻海、京元電子、中鋼。投信買超前五大為嘉聯益、世紀鋼、台表科、晶技、華通；賣超前五大為聯電、宏捷科、同欣電、建準、英業達。資券變化方面，融資減1.97億元，融資餘額為1300.84億元，融券減0.58萬張，融券餘額為49.3萬張。外資台指期部位，多單加碼2221口，淨多單部位40154口。借券賣出金額為29.52億元。類股成交比重：電子79.18%、傳產16.71%、金融4.11%。<BR> <BR> ：<BR> 美中貿易戰於上周五衝突再告升級，雙方持續報復對方，9月預計的協商恐生變數，將使市場資金更加觀望；此外，國際風險事件也未見緩解，加上台股缺乏利多刺激，技術面上檔壓力沉重。台股後市行情，分析如下：<BR>第一、上周五中國國務院發布公告，針對自美進口的約750億美元商品清單課徵5~10%不等之關稅，並分批於9/1及12/15實施，報復心態明顯；而川普也在Jackson Hole年會後，突發性的宣布將針對先前的25%與10%商品關稅各上調5%，雙方衝突升溫；雖周日一度有川普可能撤回此決策之消息傳出，但白宮隨即澄清為考量是否課徵幅度更加提升，一日消息數變，恐更加深市場恐慌情緒。<BR>第二、8月美國製造業PMI指數為49.9，不僅低於市場預期的50.5，也為2009年9月以來首度低於榮枯線門檻；新出口銷售創下10年以來最快的降幅，製造業壓力遽增，雖將迫使聯準會持續考量進一步的刺激措施，但邊際效益的遞減恐使市場資金更為保守，不利股市多頭格局。<BR>第三、技術面觀察。台股指數仍持續受到月線壓力及8/2的跳空缺口點所壓制，未能有效帶量化解，顯示上檔套牢賣壓沉重。外資於現貨市場仍然持續賣超，暨月底又將遭遇MSCI調降台股權重，恐引發更大賣壓，籌碼面依然不利於多方，仍需謹慎操作。<BR>第四、散熱元件族群於泰碩法說會後熱度延續，泰碩股價再度強勢大漲7.8%，其餘個股包括健策、雙鴻、超眾表現也優於大盤作收；同欣電於法說會指出雖看好營運逐季成長，但部分產品線進度不如預期，引發市場失望性賣壓，股價重挫6%作收；日韓貿易戰短期仍未見緩解，記憶體族群出現全面反彈格局，華邦電、旺宏、宜鼎、南亞科均有買盤進駐。<BR> <BR> ：<BR> 受到美中貿易戰火再度升高的衝擊，上周五美股重挫623點，將使今日台股面臨強烈賣壓；且8月以來，外資僅有1天買超，卻賣超16天，加上MSCI將於8/27調降台股權重，整體外資心態偏空；考量目前指數仍受制月線反壓，上檔套牢賣壓沉重，故仍維持謹慎保守建議，逢高適度減碼，等待市場情緒穩定再行布局。<BR> 資料來源-MoneyDJ理財網,https://tw.stock.yahoo.com/news/統-證券-台股目前仍受制月線反壓-上檔套牢賣壓沉重-005400774.html
156643,1566791000232_N01,news,yahoo股市,重大要聞,2019-08-26 11:19:00,台股盤中—美中貿易戰利空襲擊 重挫逾190點 跌破10400點及年線大關,鉅亨網 鉅亨網記者林薏茹 台北,受到美中貿易戰加劇衝擊，美股上周五重挫，台股今 (26) 日開盤跳空開低，電子三雄同步下挫，台塑四寶及國泰金、富邦金等金融權值股同樣一片綠油油，指數盤中一路走低，最低重挫約 192 點，跌破 10400 點關卡，除失守 5 日線外，也摜破年線大關，預估今日成交量約 1400 億元。<BR> 台股今日開盤下跌 84.71 點，以 10453.4 點開出後一路走低，盤中最低下挫至 10340.15 點。電子三雄全數走弱，台積電跳空開低，失守 5 日線與月線，盤中跌幅逾 1.5%，回測季線；鴻海同樣跳空開低，盤中跌幅逾 1.7%，失守 5 日線；股王大立光則為三雄中表現最弱勢，盤中跌幅逾 3.5%，摜破 5 日線。<BR> 由於美中關稅戰火升溫，稀土概念股成盤面焦點，中釉、佳龍大漲逾 5%。而避險情緒升溫，也吸引買盤進駐避險族群，富邦 VIX 強漲 9%，元大 S&P 黃金正 2 漲幅也超過 5%，元大道瓊白銀上漲逾 3%，S&P 黃金漲幅逾 2.5%。<BR> 蘋概股中除晶技上漲逾 2%，光寶科、景碩站穩盤上之外，包括台達電、英業達、仁寶、雙鴻、玉晶光、金像電、全新、禾伸堂、可成等蘋概股一片綠油油，其中又以正崴跌幅最重、逾 5%，智原、台光電、建準等也有超過 4% 的跌幅。<BR> 美中貿易戰利空也使匯市同步下殺，台幣貶值約 0.3%，早盤兌 1 美元最低來到 31.514 元，貶值 1.12 角，是近 2 周首度貶回 31.5 元價位。<BR> 國泰證期分析師蔡明翰指出，台股近期走勢價量背離，預期短線弱勢格局仍會延續，後續需觀察價量表現，若指數拉回價量縮減，賣壓才可望明顯減弱，而美債殖利率若能逐步回升、亞幣貶值情況能趨緩等正向因素浮現，台股才可望有較好的表現。,https://tw.stock.yahoo.com/news/台股盤中-美中貿易戰利空襲擊-重挫逾190點-跌破10400點及年線大關-031956190.html
156888,1566808085288_N01,news,yahoo股市,重大要聞,2019-08-26 15:50:00,貿易戰升級嚇壞國際股市，台股重挫183點、失守年線,Moneydj理財網,"MoneyDJ新聞 2019-08-26 15:50:02 記者 新聞中心 報導<BR> 美中貿易戰衝突又升級，上日美股重挫，今(26)日亞洲主要市場股市全面走跌，台股也隨國際股市跳水，在大立光、台積電、日月光、台塑化等權值股領頭下殺，盤面各類股普跌之下，加權指數終場重挫183.54點，收在10,354.57點，失守年線，成交值1,152.7億元。 <BR> 美國總統川普在中國大陸宣布一系列的報復措施後，要求美企尋求他法、別跟中國做生意，中美貿易戰急遽升溫，衝擊美股四大指數上週五全面重挫，道瓊指數終場重挫623.34點或2.37%。亞洲股市今日全面挫低，其中，港股表現尤其弱勢，盤中一度重挫逾3%，日經225指數終場則大跌2.13%，韓股、陸股跌幅也都超過1%，而日圓以外亞洲貨幣也全面跟隨股市走貶。 <BR> 貿易戰加劇嚇壞亞洲股匯，台灣市場今日也股匯雙挫，台幣早盤一度貶逾1角，加權指數以跳空開低84.71點開出後一路下挫；蘋概股今日表現慘淡，大立光下跌3.96%，玉晶光重挫4.01%，台積電、鴻海也分別挫跌2.17%、1.77%；而面板業雖傳出中國大陸面板廠大舉減產的消息，面板雙雄友達、群創仍不敵大盤下檔壓力，分別收跌1.42%、2.89%。 <BR> 除電子股全面走低外，傳產權值股也灰頭土臉，台塑四寶的台塑化重挫逾2%，台塑、南亞、台化跌幅也都超過1.5%，金融權值股中信金、兆豐金跌幅也超過1%，類股普跌之下，加權指數盤中跌幅一度逼近200點，終場則重挫183.54點或1.74%，收在10,354.57點，跌破年線。 <BR> 三大法人今日同步賣超台股，總計賣超162.11億元，其中，外資及陸資賣超143.72億元，自營商賣超13.15億元，投信賣超5.24億元。<BR> 資料來源-MoneyDJ理財網",https://tw.stock.yahoo.com/news/貿易戰升級嚇壞國際股市-台股重挫183點-失守年線-075000960.html
156949,1566811619666_N01,news,yahoo股市,重大要聞,2019-08-26 16:35:00,日盛投顧：台股收跌1.74%，暫時失守年線,Moneydj理財網,"1.因上周五美股重挫，加上晨間電子盤仍維持下跌，周一亞股全面拉回整理。加權指數跳空低開，各族群拉回整理，盤中最低一度下探10,340點，惟2330台積電、2301光寶科、2881富邦金等權值力撐，指數低檔震盪，收盤無力收復年線，報10,354.57點，下跌183.54點，跌幅1.74%。<BR> 2.加權技術面與籌碼面：<BR>(1)均線：周一台股跳空下跌收小K棒，暫時失守年線。<BR>(2)量能：成交量微幅擴增至1156.77億元，後續不宜出量下殺。<BR>(3)技術指標：日KD指標短線死亡叉、MACD柱狀體下滑。<BR>(4)法人籌碼：三大法人合計-162.12億元；外資-143.72億元、投信-5.25億元、自營-13.15億元。<BR> 3.OTC指數開低後震盪，終場下跌1.86%。目前上檔壓力為140點，下方支撐則年線132點。<BR> 電子、金融、傳產拉回整理，僅少數個股表現<BR> 1.電子：保護元件(ESD)大廠6411晶焱3Q19獲利有望再攀高，尾盤量出收高，再創波段新高價。面板傳出大陸廠減產，早盤2409友達、3481群創抗跌，但收盤僅有小面板6116彩晶收高。另外，遊戲商3083網龍新作3Q19權利金入帳，股價上漲超過8%。<BR> 2.運動風：國際股市拉回，資金進駐拉回整理多日，並有東奧題材的相關個股1736喬山、1515力山逆勢突圍。<BR> 3.其他：國際金價飆漲激勵9955佳龍跳空上漲；中美貿易重啟戰火，具有稀土題材1809中釉爆量勁揚超過5%。<BR> 4.鋼鐵：中美貿易爭端增溫，市場預期有利2027大成鋼、8415大國鋼，周一股價尾盤出量上漲。<BR> 5.操作建議：國際股市因對未來景氣疑慮加深，加上中、美貿易訊息利空衝擊，台股再度跌破年線，後續觀察年線能否快速站回，仍短線以個股表現為主，中長期靜待指數回穩。<BR> 資料來源-MoneyDJ理財網",https://tw.stock.yahoo.com/news/日盛投顧-台股收跌1-74-暫時失守年線-083500111.html
158178,1566953910361_N01,news,yahoo股市,最新財經新聞,2019-08-28 08:32:00,【統一證券晨訊】投資信心難恢復 謹慎觀望逢高調節,中央社 中央社,日期：2019年 8月28日<BR>※盤勢分析<BR>◎昨日盤勢<BR>受到川普貿易戰和緩的言論激勵，美股在大跌後反彈，台股昨日以上漲31點至10386點開出後，在台積電、大立光、鴻海、金融股等大型權值股出現小幅反彈，指數震盪向上，盤中最高漲74點；不過，貿易戰利空警報仍未解除，市場買盤不繼，加上MSCI調整權重，台灣權重遭降，大型股壓力較大，盤中搶反彈買盤少，成交量能不濟，僅尾盤有MSCI調整拉抬量能，指數僅以小紅作收。終場指數上漲32點，收在10387點，成交量能為1208億元。觀察盤面變化，三大類股漲跌互見，其中電子、金融分別上漲0.59%、0.25%，傳產股下跌0.13%。在次族群部份，以資訊服務、玻璃陶瓷及電機機械等走勢最強，分別上漲1.65%、1.16%及0.87%。<BR>◎資金動向<BR>三大法人合計賣超77億元。其中外資賣超84.82億元，投信買超7.18億元，自營商買超0.63億元。外資買超前五大為燿華、台中銀、旺宏、中環、明泰；賣超前五大為友達、開發金、群創、中鋼、中信金。投信買超前五大為金居、世紀鋼、聯詠、茂林-KY、台積電；賣超前五大為第一金、宏捷科、台郡、金像電、廣達。資券變化方面，融資增5.71億元，融資餘額為1306.43億元，融券增0.53萬張，融券餘額為44.99萬張。外資台指期部位，多單減碼2529口，淨多單部位37624口。借券賣出金額為31.3億元。類股成交比重：電子71.4%、傳產23.6%、金融4.8%。<BR>◎今日盤勢分析<BR>川普總統言談自相矛盾，美中貿易戰反反覆覆，市場被整得七葷八素；實際上雙方關係逐漸惡化，預計9月的協商是否如期舉行仍有變數，市場資金將離場觀望；此外，國際風險事件如日、韓、香港也未見緩解，加上台股缺乏利多刺激，技術面上檔壓力沉重，台股後市行情，分析如下：第一、經過上周五中美雙方互相在關稅過招的火爆後，美國總統川普前日放出和緩訊息，指出中國貿易談判代表曾致電美方，邀請美方代表重回談判桌。川普言談又自相矛盾，把習近平從敵人轉變成是一位偉大的領導者。不過，中方外交部發言人不清楚中方有致電川普，美中貿易戰反反覆覆，市場被整得七葷八素，實際上雙方關係逐漸惡化，故目前貿易戰仍看不到盡頭，對產業及世界貿易將持續傷害。<BR>第二、亞幣貶值趨勢未變，尤其以人民幣領軍跌幅，先前中國以人民幣貶值來應對關稅，在上周中美貿易戰升溫後，人民幣貶至前日的7.14，7.15關卡，昨日再度貶破7.16元，亞幣同步感受貶值壓力，市場也擔憂外資加速退場，加上亞洲金融中心香港抗爭更為激烈，市場資金撤離理由更為充分。第三、從技術面觀察。台股昨日反彈，雖然勉強守住年線，但短期均線五日、十日線皆無法挑戰，年線目前仍為向下趨勢，難以形成支撐，短中期格局仍為弱勢。<BR>第四、美中再次全面提高關稅，內需股成為市場主流，昨日餐飲股美食、六角、等漲勢明顯，線上遊戲股在網龍、昱泉聯袂漲停後，辣椒、橘子、大宇資、智冠等遊戲股全族群上漲，此外網通產業與IC設計業為貿易戰受惠者，後續可以期待轉單效應，昨日鈺太、神盾、中磊、啟�、智易等表現亮眼。<BR>◎投資策略<BR>川普行事風格難以預測，美中貿易戰反反覆覆，加上人民幣領貶，將整體亞幣向下牽引，造成資金逐步外移；且目前台股指數月線、年線持續下彎，偏空格局持續，加上外資一路賣超，建議多看少做，維持謹慎保守，適度減碼，等待市場情緒穩定再行布局。,https://tw.stock.yahoo.com/news/統-證券晨訊-投資信心難恢復-謹慎觀望逢高調節-003252852.html
159103,1567040260828_N01,news,yahoo股市,最新財經新聞,2019-08-29 08:39:00,【統一證券晨訊】偏空格局不變 維持保守操作,中央社 中央社,日期：2019年 8月29日<BR>※盤勢分析<BR>偏空格局不變、維持保守操作<BR>◎昨日盤勢<BR>受到美國總統川普再次對中國釋出善意談話激勵，台股昨日以上漲10點至10397點、盤中最低點開出後，買盤進場承接，重量級權值股台積電、聯發科、鴻海、大立光、環球晶等持續走升，指數震盪向上至盤中最高10456點；不過，由於8/26向下跳空缺口為短線反壓區，指數承壓，終場指數上漲47點，收在10434點，成交量能為1006億元。觀察盤面變化，三大類股全數上漲，電子、傳產、金融分別上漲0.71%、0.09%、0.26%。在次族群部份，以光電、半導體、運輸等走勢最強，分別上漲1.2%、1.06%及0.76%。<BR>◎資金動向<BR>三大法人合計買超8.81億元。其中外資買超12.78億元，投信買超3.76億元，自營商賣超7.76億元。外資買超前五大為燿華、國際中橡、中環、聯發科、百和；賣超前五大為群創、中鋼、明泰、華南金、華航。投信買超前五大為聯發科、華通、金居、智易、神盾；賣超前五大為泰鼎-KY、建準、旺宏、台表科、兆豐金。資券變化方面，融資增4.12億元，融資餘額為1310.54億元，融券減1.03萬張，融券餘額為43.96萬張。外資台指期部位，多單減碼514口，淨多單部位41387口。借券賣出金額為29.93億元。類股成交比重：電子77.74%、傳產18.11%、金融4.14%。<BR>◎今日盤勢分析<BR>川普態度出爾反爾，美中貿易戰充滿變數，使得國際金融市場持續動盪不安；國內7月景氣對策信號為21分、續亮黃藍燈，由於國際局勢尚未穩定，台灣未來經濟表現仍保守看待為宜。<BR>台股後市行情，分析如下：第一、美中貿易戰歹戲拖棚。8/23及8/24中美雙方相互提高關稅報復，並導致美股崩跌；之後川普表示中方來電想要談判，美股受此利多止跌回升。不過，中方表示並未致電。川普態度反覆無常，屢次無預警宣布對中國新的懲罰性措施，隔沒多久又忽然對中國示好，導致全球股市呈現劇烈震盪。由於美中貿易戰短期內無法結束，國際金融市場將任由川普擺佈，持續動盪不安。<BR>第二、國發會於8/27公布台灣2019年7月景氣對策信號綜合判斷分數為21分，與6月持平，燈號續呈黃藍燈；9項構成項目中，海關出口值由綠燈轉呈黃藍燈、機械及電機設備進口值由紅燈轉呈黃紅燈，分數各減少1分。由於美中貿易衝突升溫，全球經貿不確定性仍高，宜留意後續情勢變化對國內景氣的影響。<BR>第三、從技術面觀察。雖然昨日台股再度小幅反彈，但是8/26向下跳空缺口10538點為短線反壓區，而且周線、月線、季線全部下彎，月線已與半年線死亡交叉，加上外資在現貨市場連續12天賣超，期貨市場淨多單部位亦降至4萬口以下，台股技術面呈現空頭格局。<BR>第四、昨日盤面觀察。格羅方德於8/26對台積電提出侵權訴訟，台積電8/27發表聲明，澄清侵權指控並無根據，將全力捍衛自主研發的專有技術，市場亦樂觀看待台積電營運表現，因此股價不受官司干擾而連漲兩天。大陸國務院8/27推出20條促進商業消費措施，其中推動汽車消費是最受關注的項目，激勵汽車類股東陽、皇田、廣華、為升、和大皆漲逾2%。<BR>◎投資策略<BR>川普態度反覆，美中貿易戰充滿變數，將使國際金融市場持續動盪不安；國內7月景氣對策信號續亮黃藍燈，台灣未來景氣仍保守看待；加上台股月線與半年線死亡交叉，短中期均線下彎，且外資在期現貨市場偏空操作，台股空頭格局不變。建議多看少做，維持謹慎保守，適度減碼，等待市場情緒穩定再行布局。,https://tw.stock.yahoo.com/news/統-證券晨訊-偏空格局不變-維持保守操作-003922820.html
159906,1567128678470_N01,news,yahoo股市,最新財經新聞,2019-08-30 08:22:00,《金融》美元存款牌告利率跌破2％,時報資訊,中美貿易大戰波及，國銀不分公民營，美元存款牌告利率已跌破2％。據了解，由於預期接下來美國聯準會在9月至少降息1碼，憂心中美貿易大戰更將激化美國長短率「利率倒掛」問題，截至28日止，除了北富銀及玉山銀行的一年期存款牌告利率還有2％，其他大型公民營銀行，一年期的存款牌告利率已全面降至1.95％。<BR> 這也是近半年來國銀在美元存款牌告利率上最大的降幅。除了八大公股銀行，包括國泰世華銀、中信銀、台新銀、上海商銀等美元存款量位列前12大的銀行，一年期的存款牌告利率均高達20∼25個基點。<BR> 比起美元優存利率，美元存款的牌告利率由於是「公定版」價碼，全體客戶一體適用，因此在利率上最具市場指標意義，同時也最有代表性，並反應出銀行對於美元利率倒掛問題惡化的憂心。<BR> 除了美國聯準會降息，最令國銀擔心的就是中美貿易戰將產生對美國聯準會降息步調的「升溫」效應，大型行庫主管指出，中美貿易戰問題也會對美國本土經濟、股市造成衝擊，也會因而促使聯準會放大降息幅度，這也使得各大行庫對長天期美元的利率更沒信心，於是各大行庫不僅全面調降美元牌告利率，且天期愈長，調降愈多。<BR> 若和8月初的水準相較，行庫主管指出，對於九個月、一年期的存款，降幅普遍在25個基點，六個月期則約在20個基點，三個月期則約15個基點，一周至一個月期約10個基點，連活存同樣也「象徵性」調降5個基點。<BR> 各大行庫中，這次一銀、合作金庫兩家銀行可說是最早調降美元優存利率的兩家行庫，之後其他六家行庫也紛紛跟進把利率水準拉到同一水位。<BR> 其中，土銀在8月初的一年期存款牌告利率為2.25％，為八大公股行庫牌告利率最高，之後以30個基點的最高降幅，把一年期的牌告利率水準降至1.95％，至於其他天期的存款，大部分的公民營銀行已都拉至同一水位、互相觀望，除了避免造成存款的流失，也可看出在當前詭譎的市場氣氛下，各大銀行彼此間更加「停看聽」。（新聞來源：工商時報─記者朱漢崙╱台北報導）,https://tw.stock.yahoo.com/news/金融-美元存款牌告利率跌破2-002203579.html
164651,1567730317964_N01,news,yahoo股市,重大要聞,2019-09-06 08:14:00,【國票金控晨訊】國際情勢趨緩 台股回補空方缺口,中央社 中央社,日期：2019年 9月 6日<BR>※盤勢分析<BR>國際情勢趨緩，台股回補空方缺口<BR>香港、義大利和英國政治情勢減緩，週三美股收紅，亞股週四表現強勁，台股在電子傳產股聯手下，跳空突破季線與半年線反壓，並回補 8/6 空方缺口，盤中再傳中美 10 月初將於華府舉行高級別磋商，激勵指數走高，終場上漲 99點，收 10756 點，成交值擴增至 1546 億元。上市 29 大類股漲多跌少，以半導體股、電子零件、塑膠、電機機械、金融等類股為盤面上的 5 大強勢類股。籌碼面，三大法人合計買超 233.46 億元，其中外資買超 188.06 億元。而在期貨操作方面，外資減碼 1093 口，持淨多單 49994 口。<BR>※操作建議<BR>多國政治情勢減緩，國際股市普遍上漲，週四台幣轉強，消息面與資金面推升台股跳空開高，並以紅體紡錘收在當日相對高位，指數重新回到各均線上，量能亦有明顯增加，有望延續多方氣勢。技術面來看，觀察 8 月以來指數震盪換手期間的低點逐步墊高，8/30 收出增量長紅棒，並留下尚未回補的多方缺口，並打出短底型態。而週四指數更以同位跳空方式向上封閉 8/6 空方缺口，並站上睽違月餘的中長期均線上。目前半年線以下的短中期均線持續上彎，KD、RSI等指標突破中軸後續揚，助長短多氣勢。不過，由於歷經長達一個月的時間台股才首次碰觸半年線、季線與 8/6 空方缺口，在貿易戰等諸多不確定性持續主導盤面的情勢下，將增添先前高檔買進者盡快解套的意願，而 10800 點之上除了是去年初到 10月的平台震盪區外，今年亦有兩波高峰橫亙上方，換言之，解套賣壓著實不輕。<BR>整體來看，預期短線指數仍有向上機會，但調節賣壓勢必逐步加大，增添創高後拉回的可能，所幸下方均線提供支撐，預期拉回修正幅度應有限，短線支撐線看 5 日線。有鑑於短多仍有可為，但創高後恐伴隨拉回風險，加以訊息面詭譎，故操作上短線勿過度追價，可待指數拉回短均附近，逢低偏多 8月營收表現績優相關個股。<BR>,https://tw.stock.yahoo.com/news/國票金控晨訊-國際情勢趨緩-台股回補空方缺口-001441145.html
164724,1567732957827_N01,news,yahoo股市,重大要聞,2019-09-06 08:38:00,統一證券：台股可望逐步消化套牢賣壓,Moneydj理財網,：<BR> 受到前一日美股四大指數走揚激勵，昨日台股以上漲61點的10718點開出後，買盤積極進場，量能也明顯升溫，大型權值股包括台積電、台塑四寶、大立光、台達電等表現強勢，使指數一度推升至最高10766點後呈現狹幅震盪，尾盤並再度拉抬、終場便以上漲99點至10756點作收，成交量能提升至1537億元。觀察盤面變化，三大類股全數上漲，電子、傳產、金融分別上漲1.21%、0.54%、0.74%。在次族群部份，以半導體、電子零組件、塑膠類表現最強，分別上漲1.79%、1.68%及1.48%。<BR> <BR> ：<BR> 三大法人合計買超233.46億元。其中外資買超188.05億元，投信買超13.76億元，自營商買超31.65億元。外資買超前五大為台積電、中環、欣興、南亞科、長榮航；賣超前五大為友達、安泰銀、群創、義隆、京元電子。投信買超前五大為華通、世紀鋼、金居、強茂、台積電；賣超前五大為燿華、冠德、光寶科、統一、中華電。資券變化方面，融資減11.1億元，融資餘額為1315.69億元，融券增2.97萬張，融券餘額為49.94萬張。外資台指期部位，多單減碼1093口，淨多單部位49994口。借券賣出金額為28.72億元。類股成交比重：電子81.84%、傳產13.64%、金融4.52%。<BR> <BR> ：<BR> 香港政府宣布撤回逃犯條例，使反送中抗爭迅速降溫，市場投資氣氛再度回升；而美中貿易問題也將啟動下一輪協商，加上台股持續反映Q3電子業旺季、且目前技術面呈現多頭格局，可望逐步消化套牢賣壓。台股後市行情，分析如下：<BR>第一、美中貿易協商再有進展，敲定新一輪貿易談判時程。中國官媒新華社發布，美中於昨日上午敲定將於10月初在華盛頓舉行第13輪的中美經貿高級別協商，並在9月中旬先展開工作層級協商。在美中雙方將重點電子及紡織消費性商品關稅延後課徵至12/15後，本次協商有望針對此部分作相互讓步，進而提升相關產業出貨動能。<BR>第二、上證指數於昨日睽違兩個月再度站上半年線大關，盤中更一度站上3000點，除了受到美中貿易協商重啟激勵外，中國國務院總理李克強並在常務會議中提及降準，使得市場加深中國人行的寬鬆預期，加上金九銀十旺季到來，可望帶動陸股後勢持續增溫。<BR>第三、技術面觀察。台股昨日再度呈現跳空走揚格局，指數一口氣站上各期均線，短均線也將迅速突破季線及半年線壓力，屬於明顯多方格局；且量能有效升溫，籌碼面上外資大舉買超現貨，均有利於多方氣勢續揚。<BR>第四、盤面焦點觀察。蘋果無線藍芽耳機熱賣，使本土PCB供應商軟硬結合板產線滿單供不應求，帶動華通、欣興、燿華股價均連袂大漲超過8%；DRAM現貨價格反彈且合約價出現回穩跡象，使南亞科、華邦電表現強勢；連鎖眼科大學光公布7月自結EPS 0.18元低於市場預期，引發短線賣壓終場以跌停作收。<BR> <BR> ：<BR> 香港反送中事件可望逐漸落幕、美中貿易協商出現顯著進展、美國聯準會、中國人行均釋出寬鬆訊號，有利全球資金行情表現；加上台股指數突破8/2的缺口壓力，技術面持續多頭格局，指數仍有高點可期。建議偏多操作擇優布局，以5G概念股、PCB、網通、IC測試及汽車零組件等族群為投資首選。<BR> 資料來源-MoneyDJ理財網,https://tw.stock.yahoo.com/news/統-證券-台股可望逐步消化套牢賣壓-003800093.html
166013,1567987737890_N01,news,yahoo股市,最新財經新聞,2019-09-09 07:57:00,《金融》中小企業授信，利率跌破2％,時報資訊,"中小企業、小微企業放款平均利率水準過去約2.5％，隨各銀行積極承作，銀行主管指出，近期中小企業放款利率平均值已經跌破2％大關，來到1.91∼2.1％左右。<BR> 像是土地銀行中小及小微企業放款的「青年創業及啟動金貸款」及「微型創業鳳凰貸款」屬政策貸款，目前適用利率更僅1.67％。<BR> 行庫主管指出，截至7月底，八大公股行庫對中小企業放款戶數合計約14萬戶、放款餘額約4兆元；八大公股行庫對實收資本額3千萬元以下小微企業的放款餘額達到1兆1,954億元，戶數10萬7,400戶，分別較去年12月底成長4.77％、8.1％。<BR> 其中第一銀行截至7月底中小企業放款家數近2萬戶，餘額為6,762億元，市占約10％以上，已連續十年居國內銀行第一名；截至7月底，小微企業放款家數逾1.3萬戶，餘額逾2,500億元。<BR> 土地銀行截至7月底中小企業放款餘額約4,410億元，中小企業放款戶數約1萬戶。合作金庫銀行中小企業放款戶數超過29,000戶，是銀行放款戶數第一，中小企業放款餘額約6,400億元，則僅次一銀，是市場第二名。<BR> 彰化銀行目前中小企業授信戶逾11,000戶，放款餘額約4,400億元，其中包含小型及新創中小企業授信戶約7,600戶，放款餘額近1,500億元。彰銀指出，整體中小企業放款戶數較第一季成長逾一成，放款金額增加約60億元，推展成果已逐漸發酵。<BR> 臺灣企銀截至7月底對中小企業的放款餘額達5,158億元、戶數28,455戶，在八大公股銀行中餘額及戶數分別排名第三及第二；對小微企業的放款餘額達2,052億元，戶數25,473戶，在八大公股銀行，餘額及戶數分別排名第二及第一。（新聞來源：工商時報─記者孫彬訓╱台北報導）",https://tw.stock.yahoo.com/news/金融-中小企業授信-利率跌破2-235714950.html
