,id,p_type,s_name,s_area_name,post_time,title,author,content,page_url
150165,1607992777210_N01,news,yahoo股市,財經新聞,2020-12-15 08:29:00,【Y早報】漲價題材持續 10檔躍盤面焦點,\N,（開盤日09:00出刊）漲價題材持續 3族群趁勢漲 10檔躍盤面焦點；年關近了 中小型股輪攻 12檔拚年底作帳行情；鉅額資料傳輸需求帶動 法人點名4檔受惠股平均得分：4.5分國際股市：6分1. 道瓊指數漲跌幅度為-0.62%，以29861.55點作收2. 日經指數漲跌幅度為+0.3%，以26732.44點作收3. 上證指數漲跌幅度為+0.66%，以3369.12點作收台股籌碼變化：3分1. 外資: -37.84億2. 投信: +1.77億3. 自營: -22.33億4. 融資餘額: 1772.17億(+22.45億)5. 融券餘額: 115.1萬張(+2.39萬張)法人買賣超前五名買超前5外資 投信 自營商群創3481 群創3481 群創3481南電8046 台積電2330 華新科2492國巨2327 國巨2327 友達2409緯穎6669 中美晶5483 中石化1314欣興3037 友達2409 鴻海2317賣超前5外資 投信 自營商台積電2330 精材3374 台積電2330大立光3008 日月光投控3711 南電8046穩懋3105 聯發科2454 和碩4938聯發科2454 聯電2303 精材3374合一4743 世紀鋼9958 富邦金2881消息面多空：利多：產能滿載台積變相漲價鐵礦砂飆價 一個月漲３成玻璃基板缺貨效應 面板雙虎股價躍高16檔鋼鐵股勢不可擋金融資產評價增 光罩11月獲利嗨漲價概念延燒 MOSFET、二極體衝鋒作帳行情倒數 中小型輪動攻堅外資庇佑 智邦股價衝上天營建股營收王 排名大洗牌資料中心商機成長 四強爭霸利空：〈美股盤後〉紐約恐再次全面封鎖 道瓊尾盤豬羊變色專家示警 陸國企違約風暴 衝擊經濟復甦大陸晶片廠又傳爛尾... 廣州海芯12吋廠停工緯創印度廠暴動 估損16億士達衛咖啡 驚傳欠薪熄燈美疫苗開打 民眾仍心驚驚註:綜合分數表示意義:8分以上，暗示行情有過熱疑慮5分表示行情中性發展2分以下，暗示行情恐過度悲觀以上內容由Yahoo!奇摩股市與CMoney理財寶 聯合提供,https://tw.stock.yahoo.com/news/y%E6%97%A9%E5%A0%B1%E6%BC%B2%E5%83%B9%E9%A1%8C%E6%9D%90%E6%8C%81%E7%BA%8C-10-%E6%AA%94%E8%BA%8D%E7%9B%A4%E9%9D%A2%E7%84%A6%E9%BB%9E-002947037.html
151159,1608166491152_N01,news,yahoo股市,財經新聞,2020-12-17 08:43:00,【統一證券晨訊】類股輪漲 擇優布局,\N,"日期：2020年12月17日※盤勢分析多方控盤、類股輪漲、擇優布局◎昨日盤勢受前一日美股上漲的激勵，昨日台股開盤上漲77點以14145點開出後，台積電除息前領軍上攻，聯電、鴻海、台達電等電子權值股走強，帶領指數震盪走高，盤中類股百花齊放，高價IC設計股矽力-KY、譜瑞-KY、立積等強勢上漲，指數維持高檔強勢整理，尾盤台指期拉高結算，指數大漲235點，以14304點作收，成交量能為2524億元。觀察盤面變化，三大類股全數上漲，其中電子、傳產及金融分別上漲1.64%、1.96%及1.23%。在次族群部份，以電機機械、汽車、觀光等走勢最強，分別上漲4.25%、2.93%及2.93%。◎資金動向三大法人合計買超271.36億元。其中外資買超292.69億元，投信買超3.01億元，自營商賣超24.42億元。外資買超前五大為開發金、長榮、台玻、友達、鴻海；賣超前五大為華邦電、聯電、華航、大同、群創。投信買超前五大為群創、金像電、華邦電、長榮航、南亞科；賣超前五大為華新、奇鋐、友達、台肥、華票。資券變化方面，融資增12.95億元，融資餘額為1774.58億元，融券增2.11萬張，融券餘額為112.66萬張。外資台指期部位，多單增加1529口，未平倉部位仍淨空單3645口。借券賣出金額為48億元。類股成交比重：電子72.72%、傳產24.46%、金融2.82%。◎今日盤勢分析外資前日空單大幅回補後，昨日台指期順勢拉高結算，加權指數大漲兩百餘點重回14300點。考量美國總統大選底定，新冠疫苗施打進度順利，市場對第四季經濟前景樂觀氣氛加強，且FED維持低利率，全球資金面寬鬆，資本市場多方掌控正向發展，加上12月份集團作帳行情啟動，台股多頭格局不變，未來仍有高點可期。對台股後市分析如下：第一、紓困案露出曙光。美國國會兩黨為讓9080億美元的最新疫情紓困法案順利過關，欲將法案分拆成兩部份表決。其中一項7,480億美元的提案，包括援助中小企業、每周發放300美元失業補助金為期4個月、新冠疫苗配送經費等。預料這項提案會獲得兩黨無異議支持。共和黨籍參院多數黨領袖麥康諾表態，新紓困案在未來幾天內，至少有一部份會有結果。第二、中國人民銀行15日公布，為維護銀行體系流動性合理充裕，開展人民幣9500億元中期借貸便利(MLF)操作，期限一年，利率連續第8個月持平於2.95％。本次操作規模遠超本月6000億元的MLF到期量，並創有記錄以來新高，預期資金面預計仍保持緊平衡狀態，短期內資金面顯著收緊的可能性較低。在全球貨幣政策寬鬆下，將有利經濟復甦。第三、就台股技術面觀察，昨日台指期結算，加權指數報復性反彈大漲兩百餘點，一掃連續四根黑K的陰霾，目前短、中、長期均線呈多頭排列，月線墊高至14000點關卡，成為下檔強勁支撐，且成交量能並未失控，加上外資大幅買超，融券餘額也在歷史高點水位，台股有機會再往波段高點挺進。第四、盤面焦點觀察。台積電今日將除息2.5元，董事長劉德音對半導體產業景氣展望樂觀，並表示沒有看到客戶砍單的現象，且iphone12系列熱賣，相關蘋概股台積電、臻鼎-KY、台光電、全新等皆可留意。工具機產業景氣回溫，傳動元件漲聲響起，激勵上銀股價直奔漲停，亞德克-KY、大銀微系統、直德等也表現不俗。PCB族群漲勢凌厲，台郡、臻鼎-KY、台表科、嘉聯益、金像電等漲幅都在4%以上。◎投資策略台積電除息行情帶動，加上外資認錯買超台股逾300億元，指數強勢反彈重回上升走勢。考量台股12月進入產業與法人作帳旺季，搭配全球資金寬鬆，台股多方格局不變。建議持續偏多操作，聚焦蘋概股、半導體、漲價概念股、汽車、電動車、基建等財報利多及4Q展望佳的業績題材股。",https://tw.stock.yahoo.com/news/%E7%B5%B1-%E8%AD%89%E5%88%B8%E6%99%A8%E8%A8%8A-%E9%A1%9E%E8%82%A1%E8%BC%AA%E6%BC%B2-%E6%93%87%E5%84%AA%E5%B8%83%E5%B1%80-004319314.html
151623,1608251968424_N01,news,yahoo股市,財經新聞,2020-12-18 08:21:00,【國票金控晨訊】刺激法案即將通過 有望激勵台股走揚,\N,日期：2020年12月18日※操作建議與結論刺激法案即將通過 有望激勵台股走揚※今日盤勢及未來走勢:新一輪刺激法案有望出爐，激勵美股四大指數全數上漲，漲幅介於0.17%至0.84%，台積電ADR雖下跌0.82%，然而聯電ADR上漲近7%，推升台指期夜盤由黑翻紅上漲8點，預料今日台股平盤附近開出後盤中震盪回穩，終場短紅K收漲。週三台股險守短均，意味買盤仍積極堅守崗位，然而成交量的下滑，恐意味市場追價意願不高，再加上外資即將放假，恐壓抑大盤走勢，不過央行利率維持不變下，新台幣仍處偏強格局，盤勢有望獲得支撐，預期台股短期將持續震盪整理的局面，中長期在元月效應及投信作帳行情下仍有望再見高點。※觀察重點:新冠疫苗與疫情發展、美國對中政策、紓困方案、美元及台幣發展方向。※投資建議及推薦:近期盤勢稍見回檔。當前推薦之6548長科*、2379瑞昱、 2609陽明、2492華新科、6271同欣電，基本面持續看好，可維持偏多操作。另外，熱門族群亦可為短線操作標的之選項。※觀察重點新冠疫苗與疫情發展、美國對中政策、紓困方案、美元及台幣發展方向。※結論與建議:台股近期震盪加劇，雖然外資於週三大幅買超，推升指數成長動能，然考量月中過後到月底期間外資參與度下降，焦點將落到投信、集團作帳的行情，需觀察此力道可否持續支撐盤勢維繫高檔格局。※觀察重點：疫苗續有進展，疫情可控氛圍漸增拜登政府成形，美中貿易後續進展受關注美紓困方案續膠著，所幸金額規模漸有共識FOMC會議或無作為，美元月中或短線轉強,https://tw.stock.yahoo.com/news/%E5%9C%8B%E7%A5%A8%E9%87%91%E6%8E%A7%E6%99%A8%E8%A8%8A-%E5%88%BA%E6%BF%80%E6%B3%95%E6%A1%88%E5%8D%B3%E5%B0%87%E9%80%9A%E9%81%8E-%E6%9C%89%E6%9C%9B%E6%BF%80%E5%8B%B5%E5%8F%B0%E8%82%A1%E8%B5%B0%E6%8F%9A-002137982.html
151640,1608252879193_N01,news,yahoo股市,財經新聞,2020-12-18 08:37:00,《基金》消費旺 陸內需基金漲聲大,\N,【時報-台北電】今年以來全球各股市表現甚佳，受益資金寬鬆效應，MSCI全球股票指數漲幅達14.08％，而滬深300指數上漲25.17％。投信法人指出，由於大陸疫情先行回穩，經濟漸上軌道，製造業PMI已經連續9個月位處景氣擴張區，最新11月數值52.1，為今年高點，為A股基本面提供良好基礎。兆豐國際中國內需A股基金經理黃家慶表示，大陸GDP雖在今年一季度創下-6.8％的歷史新低紀錄，但二季度迅速彈回正至3.2％，預估今年GDP成長率約2％，2021年更有機會超過8％。經濟回升情況也反映於股市，陸股總市值已經接近80兆元人民幣，穩居全球第二位。摩根中國A股型產品經理張致寧表示，年底旺季已經來臨，在需求推動下，大陸11月出口成長升至21.1％，不但遠優於市場預期，還創下2018年2月以來的新高；中國商務部也再發布新一輪促進消費政策，都有望進一步刺激內需消費的景氣續揚。第一金中國世紀基金經理人張帆表示，為了達到雙循環的有效運作，大陸政府將推動「新基建」發展，包括：AI、5G通訊、數據資料中心、工業互聯網、數位金融、醫療科技等關鍵創新技術，以提高科技自主的實力。安本標準投信投資長彭炫通指出，大陸保險產業的發展逐漸成熟，特別是大陸中產階級增加，可支配收入花費在醫療保健、保險等領域的比例將會更高，保險產業的成長潛力將高於銀行。(新聞來源：工商時報─記者孫彬訓／台北報導),https://tw.stock.yahoo.com/news/%E5%9F%BA%E9%87%91-%E6%B6%88%E8%B2%BB%E6%97%BA-%E9%99%B8%E5%85%A7%E9%9C%80%E5%9F%BA%E9%87%91%E6%BC%B2%E8%81%B2%E5%A4%A7-003748587.html
152393,1608508512562_N01,news,yahoo股市,財經新聞,2020-12-21 07:46:00,《台北股市》封關前...台股漲面大 萬五在Q1,\N,"【時報-台北電】台股封關倒數步入9個營業日，法人指出，近11年封關行情漲率有73％，隨資金行情搭配元月作夢行情啟動，年底前指數維持萬四到14,500點區間震盪，明年第一季有望上看15,000點。台積電17日秒填息後拉回，支撐市場買氣，18日大盤指數震盪收14,249.96點，周指數雖下跌11.73點，但周K線仍拉出連七紅，12月來大盤指數累計上揚527.07點，漲幅3.84％。櫃買指數震盪拉回，18日收179.32點，周K線連兩黑，不過12月來也累計上漲2.7點，漲幅1.53％。根據台新投顧彙整近十一年（2009年到2019年）封關前行情偏漲，主要是12月中旬後外資雖然淡出台股，但投信法人與集團年底作帳主導盤勢，而且接續元月作夢行情，吸引短線買盤卡位。以近十一年的封關日僅2011、2013及2019年等三個年度震盪收黑，其餘八個年度都上揚，上漲機率73％，大盤指數平均上揚0.77％。台新投顧副總經理黃文清指出，年底封關在即，融資餘額增加速度開始要趕上台股的漲幅，月底前指數將在萬四到14,500點區間震盪，從國際面及國內面利多因素，有利台股維持高檔震盪格局，研判12月的月K線可望連兩紅，明年第一季行情樂觀以待。第一金投顧董事長陳奕光表示，在國際面方面，FED會後聲明延續目前政策，資金流向亞洲新興國家；中國大陸擴大對半導體IC設計、設備以及材料等相關補助，將帶動對國內IC設計等商機及策略聯盟；特斯拉將從電動車延伸到自駕車領域，帶動供應鏈商機；國內面則有，央行凍結利率，提供股市資金溫床，今年來股價漲勢僅個位數或甚至小跌，顯示盤勢有補漲空間。陳奕光表示，2021年第一季指數上看15,000點，產業面觀察，台積電、聯電、世界及力積電等晶圓代工四雄明年成長動能強，還看好漲價題材（電子的被動元件、面板，傳產的塑化、紡纖、造紙、鋼鐵），以及IC設計股、東奧商機股（高爾夫、自行車、製鞋、運動相關）等。另富邦金宣布公開收購日盛金股權，也可帶動金控相關個股的估值拉升。（新聞來源：工商時報─記者林燦澤／台北報導）",https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%B0%81%E9%97%9C%E5%89%8D-%E5%8F%B0%E8%82%A1%E6%BC%B2%E9%9D%A2%E5%A4%A7-%E8%90%AC%E4%BA%94%E5%9C%A8q1-234616738.html
152572,1608532778952_N01,news,yahoo股市,財經新聞,2020-12-21 13:42:00,權值股回神 航運、鋼鐵補血 台股大漲135點 收14384點,鉅亨網新聞中心,台股今日早盤受到賣壓襲擊，一度跌破 14200 點關卡，不過盤中權值股回神，台積電上漲 1.18% 做收，台達電、聯電、台塑、南亞等也上漲逾 3%，加上航運、鋼鐵族群同步拉升，多檔攻漲停，指數一路收斂跌幅由黑翻紅，尾盤漲幅持續擴大，終場大漲 135 點，收 14384 點，成交值達 2500 億元，14300 點失而復得。盤面上權值股走勢全面回神，在中芯遭美國列入黑名單後，台半導體可望受惠營轉單，台積電、聯電大漲，另外半導體 IC 設計族群漲勢凌厲，包含敦泰，富鼎等漲停作收，MOSFET 持續喊漲，尼克森、杰力等也收漲逾 1 %。金融、傳產權值股表現也不俗，包含台塑化、台塑、南亞與台化等，股價都大漲逾 2% 做收，不過富邦金出手收購日盛金，終場下跌做收，日盛金則漲停高掛，委買張數逼近 65 萬張。航運族群延續強勢格局，中航、台船、新興、萬海、四維航、陽明等全面漲停作收，族群個股一片強勢，裕民、榮運、華航、長榮、慧洋 - KY 等，也都有半根以上漲幅。鋼鐵族群受惠鋼價持穩向上，豐興、第一銅、高興昌、燁興、中宏、青鋼、新鋼與官田鋼等，終場也以漲停作收。<BR>  ,https://tw.stock.yahoo.com/news/%E6%AC%8A%E5%80%BC%E8%82%A1%E5%9B%9E%E7%A5%9E-%E8%88%AA%E9%81%8B-%E9%8B%BC%E9%90%B5%E8%A3%9C%E8%A1%80-%E5%8F%B0%E8%82%A1%E5%A4%A7%E6%BC%B2135%E9%BB%9E-%E6%94%B614384%E9%BB%9E-054243973.html
153163,1608623703553_N01,news,yahoo股市,財經新聞,2020-12-22 15:41:00,《台北股市》國泰投資長：台股漲會怕 但仍看不到縮手理由,\N,【時報-台北電】台股這波的天花板究竟在哪？國泰金控投資長程淑芬22日表示，台股不斷攀高「會怕」，但在實質低利率、過剩資金支撐下，再加上台灣出口成長、具經濟基本面及企業獲利佳，程淑芬也直言：「沒有看見很明顯會讓大家瞬間縮手的因素」，且台股花了30年才突破1990年的高點，大家要習慣「頭部變支撐」的現象。亦即程淑芬坦言，目前仍看不見台股「頭部」，但投資人要注意三大警訊，即美元開始升值、全球開始升息、大型基金要獲利了結，股市即可能有大幅回檔。程淑芬提醒，國泰金與台灣大學合作的產經團隊預估，未來六個月內台股還是可能有「明顯回檔的風險，但因為下半年人類克服疫情可能會有進展，經濟成長會有新的動能，台股即便回檔，下半年仍是會恢復上漲動能，原則上依舊是「回檔即買點」。台股依舊穩站1萬4千點，且國泰金調查有逾3成的民眾都打算進場投資台股，將繼續推升台股上攻，繼續創新高，程淑芬表示，雖然台股不斷創新高，投資起來會怕，但在低利率、資金過剩、出口及經濟成長、企業獲利下，目前仍看不到讓投資人立即縮手的因素。但若美元開始升值、全球開始升息，經濟就可能波動，甚至有國家會發生債信危機，另外基金被動式投資，大量籌碼集中在大型股、ESG好的股票，若大型基金或投資人要獲利了結，即可能出售大型、績優股，造成股市波動。程淑芬建議投資人要「居高思危」，在此環境下避開財務高槓桿、炒作、投機或本益比已高的個股。（新聞來源：工商即時 彭禎伶）,https://tw.stock.yahoo.com/news/%E5%8F%B0%E5%8C%97%E8%82%A1%E5%B8%82-%E5%9C%8B%E6%B3%B0%E6%8A%95%E8%B3%87%E9%95%B7-%E5%8F%B0%E8%82%A1%E6%BC%B2%E6%9C%83%E6%80%95-%E4%BD%86%E4%BB%8D%E7%9C%8B%E4%B8%8D%E5%88%B0%E7%B8%AE%E6%89%8B%E7%90%86%E7%94%B1-074153324.html
154129,1608791974324_N01,news,yahoo股市,財經新聞,2020-12-24 13:44:00,傳產扛大旗、中小型股助威 台股平安夜漲57點收14280點收復短均,鉅亨網新聞中心,美股四大指數周三收盤漲跌互見，儘管外資平安夜提早放假去，台股今 (24) 日仍開高走高，塑化、紡織等傳產族群躍多頭指標，被動元件、DRAM 及電動車概念股也吸引資金進駐，帶動指數一度漲百點，終場漲點收斂至 57.19 點，收在 14280.28 點，順利收復所有短均，成交值 2218.94 億元。觀察權值股表現，台積電仍陷盤整格局，一路在平盤遊走，終場小漲作收；鴻海、聯電、聯詠等電子股維持上漲走勢，日月光投控則大漲逾 4%；塑化族群今日扮演撐盤要角，南亞挾銅箔漲價題材，上漲約 1.6%，台塑、台塑化同步漲逾 1%；金融股也普遍走升，其中以富邦金漲 1.6% 最為強勢。被動元件供給吃緊，全球 MLCC 龍頭村田再拉長交貨期，台廠庫存也偏低，在漲價題材利多加持下，被動元件族群今日股價齊揚，國巨、華新科大漲逾 2%；凱美受惠與奇力新互相轉讓子公司股權，股價亮燈漲停；此外，華容也飆上漲停，大毅、禾伸堂、日電貿、信昌電等均漲勢強勁。DRAM 合約價明年首季可望止跌回穩，市場認為，有利南亞科、華邦電等台廠後市，激勵華邦電今日漲逾 4%，南亞科也有近 3% 的漲幅，旺宏、威剛均在盤面上表現。國際原物料價格持續大漲，國內尼龍、聚酯、加工絲等產品從第 3 季末開始上漲迄今，市場預期市況熱絡將延續至明年第 1 季，帶動相關族群股價走揚，新纖、集盛、怡華、聯發今日均亮燈漲停，遠東新、力麗、南紡、宏益、東和、嘉裕等多檔漲勢也相當強勁。特斯拉最大勁敵 Apple Car 最快可望於明年 9 月發表，台廠相關概念股有望大啖商機，長園科、淳安、佳凌、台半飆上漲停，強茂、乙盛 - KY、康普都衝勁十足。此外，貿聯 - KY 傳出再奪 2 家美系新創電動車品牌訂單，供應豪華電動車及電動皮卡連接線束，今日股價漲逾 2%。 ,https://tw.stock.yahoo.com/news/%E5%82%B3%E7%94%A2%E6%89%9B%E5%A4%A7%E6%97%97-%E4%B8%AD%E5%B0%8F%E5%9E%8B%E8%82%A1%E5%8A%A9%E5%A8%81-%E5%8F%B0%E8%82%A1%E5%B9%B3%E5%AE%89%E5%A4%9C%E6%BC%B257%E9%BB%9E%E6%94%B614280%E9%BB%9E%E6%94%B6%E5%BE%A9%E7%9F%AD%E5%9D%87-054400178.html
155148,1609059275513_N01,news,yahoo股市,財經新聞,2020-12-27 16:31:00,《金融股》華南金股價醞釀反彈,\N,【時報-台北電】華南金控（2880）2020年流年不利，上半年華南永昌證券踩雷造成鉅幅虧損、11月子公司華南銀行又踩雷，香港飛機租賃公司發生逾放，提存呆帳3.58億元，使得華南金11月稅後純益10.83億元，較10月的12.87億元又下滑，累計前11月稅後純益為72.98億元，相較於去年同期149.55億元呈現腰斬，EPS為0.57元。華南金25日收在17.9元，近五日三大法人合計賣超362張，華南金近期守穩在季線下緣附近，股價已有走穩的跡象，同時，日KD於低檔交叉向上，醞釀反彈機會。(新聞來源：工商時報─魏喬怡),https://tw.stock.yahoo.com/news/%E9%87%91%E8%9E%8D%E8%82%A1-%E8%8F%AF%E5%8D%97%E9%87%91%E8%82%A1%E5%83%B9%E9%86%9E%E9%87%80%E5%8F%8D%E5%BD%88-083106596.html
155180,1609100691234_N01,news,yahoo股市,財經新聞,2020-12-28 04:00:00,台股週報》缺料漲價題材 封關日漲率大,\N,記者 陳鑫 報導台股上週收14331.42點，週線連8紅。富蘭克林華美投信認為，短線來看不乏利多支撐，科技權值股加上面板大廠的訂單追加趕工至農曆年，預期台股指數高檔整理，欲小不易。而台股本週進入2020年底封關倒數，根據統計，近10年台股封關日漲多跌少，上漲機率67%。年底外資法人紛紛放假，卻未見積極賣超壓力，累積近一週外資買超近95億元，12月以來累積買超有120億元以上，且上週投信、自營商現貨轉為買超，不僅在外資交投清淡之際加強作帳力道，也有意先行押寶元月行情。其中，外資一週來買超鴻海6.2萬張最多，啟動泛鴻海集團的作帳行情，投信買超前10大標的有長榮、華航和萬海等航運族群。針對近期盤勢，安聯台灣科技基金經理人廖哲宏表示，台股近期維持高檔震盪、走高的格局，推升力道主要是反映部分族群受惠於庫存偏低帶來的供需緊俏，漲價題材表現尤其亮眼；另外盤面上資金輪動也是成為支撐大盤穩健向上、維持偏多格局的重要力道。本週四(12/31)為2020年封關日，自2010~2019年的10年間，台股在新曆年封關前5日有9年收漲，只有1年下跌，以封關日當天來看，10年來也是漲多跌少，上漲機率67%。配合內資月底、季底及年底的「三重作帳」引爆，中小型股活蹦亂跳，台股亮麗封關可期。廖哲宏認為，許多相關數據均顯示，市場資金動能相當充沛，而近期外資買賣動向，有利投資信心。展望後市，安聯台灣智慧基金經理人鍾安綾分析，在資金充沛、不退場的大前提下，台股後市可望一路維持高檔震盪格局、持續攀高；基本面配合現階段美國零售銷售庫存偏低，拉貨力道可望持續。鍾安綾進一步指出，由於關鍵零組件等缺料情況延續，包括半導體、面板等維持缺貨狀況，另外像是被動元件、DRAM等需求狀況也持續緊俏。產業需求強勁，上肥下瘦在農曆年前不會改變。在投資題材上，持續看好缺料漲價題材、5G基地台、面板及晶圓代工等。原文出處<BR>台股週報》缺料漲價題材 封關日漲率大相關文章<BR>看好明年經濟成長破3 4成擔心年終沒1個月<BR>富邦金公開收購日盛金 40天內不到50%即破局<BR>台股週報》外資年底休假 看投信+集團表現<BR>電支條例修正三讀通過 整併電票擴大金融業務,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E9%80%B1%E5%A0%B1-%E7%BC%BA%E6%96%99%E6%BC%B2%E5%83%B9%E9%A1%8C%E6%9D%90-%E5%B0%81%E9%97%9C%E6%97%A5%E6%BC%B2%E7%8E%87%E5%A4%A7-200025361.html
155260,1609116922747_N01,news,yahoo股市,財經新聞,2020-12-28 08:39:00,【統一證券晨訊】多方控盤 類股輪漲 偏多操作,\N,"日期：2020年12月28日※盤勢分析◎昨日盤勢受前一日美股上漲激勵，上周五台股開盤上漲26點以14306點開出後，陽明領軍航運股大漲，鴻海、台積電、聯發科、聯詠等電子權值股股價齊揚，傳產、電子分頭並進，激勵指數一度大漲超過百點，最高觸及14400點整數關卡，但盤中短線獲利了結賣壓出籠，大盤漲幅收斂，終場指數上漲51點，以14331點作收，成交量能為2133億元。觀察盤面變化，三大類股全數上漲，其中電子、傳產及金融分別上漲0.4%、0.33%及0.16%。在次族群部份，以運輸、電器電纜、營建等走勢較強，分別上漲3.77%、2.06%及1.06%；造紙、電機機械、橡膠等相對弱勢，下跌1.06%、0.68%及0.43%。◎資金動向三大法人合計買超69.41億元。其中外資買超52.79億元，投信買超3.73億元，自營商買超12.94億元。外資買超前五大為長榮、鴻海、開發金、群創、日月光投控；賣超前五大為新纖、彩晶、華邦電、陽明、友達。投信買超前五大為友達、華邦電、長榮、群創、華航；賣超前五大為大成鋼、合晶、系統電、泰鼎-KY、東和鋼鐵。資券變化方面，融資增19.37億元，融資餘額為1842.61億元，融券增0.47萬張，融券餘額為116.33萬張。外資台指期部位，空單增加1231口，未平倉淨空單為5748口。借券賣出金額為22億元。類股成交比重：電子64.99%、傳產33.4%、金融1.61%。◎今日盤勢分析上周加權指數上漲81點，周K線連八紅，盤勢維持高檔強勢整理格局。考量拜登等美國總統新團隊帶頭施打疫苗及產業利多持續，市場對第四季經濟前景樂觀氣氛加強，中多格局持續，資本市場多頭持續掌控盤勢發展。加上12月份集團作帳行情啟動，台股仍有高點可期。對台股後市分析如下：第一、央行上周公布11月金融情勢，M1B和M2年增率為14.3％及7.6％，別創126個月及134個月以來新高，央行官員表示11月M1B及M2年增率連袂走高，主要因外資匯入，及放款與投資成長增加，其中又以活期存款增加最明顯，活期存款餘額19.34兆元連續13個月創新高，年增率15.47％也創127個月最大，其中11月活期存款中的證券劃撥存款帳戶餘額，月增1,343億元，餘額來到2.63兆元的史上最高，反映資金自固定收益轉向股市的能量充沛，有利台股資金動能續航。第二、國發會今日將公布11月景氣對策信號，預期燈號將續亮穩定綠燈，景氣領先、同時指標則持續成長，反應台灣國內經濟回穩趨勢不變，加上外部國際需求持續改善，景氣將續往正向發展。第三、台股技術面觀察，加權指數周K線連八紅，收復14300點關卡，多頭走勢未歇。目前指數各期均線呈多頭排列，月均線往上墊高至14200點，且9日KD值上周五黃金交叉向上，本周法人陸續歸隊，台股有機會再度挑戰新高。第四、盤面焦點觀察，帝寶工業與鴻海科技旗下鴻華先進簽署合作意向書，雙方將攜手策略結盟，正式加入MIH聯盟，激勵帝寶股價直奔漲停，鴻海、強茂、台半、健和興等MIH概念股也有不錯表現。◎投資策略雖然外資陸續放假，在內資主導下，上周指數連續八周收紅。考量年底為法人及集團作帳高峰，電子及傳產產業利多持續發酵，加上外資年後即將歸隊，台股可望蓄勢上攻，指數仍有高點可期，持續偏多操作，選股聚焦蘋概股、半導體、漲價概念股、航運、鋼鐵、汽車、基建等財報利多及4Q展望佳的業績題材股。",https://tw.stock.yahoo.com/news/%E7%B5%B1-%E8%AD%89%E5%88%B8%E6%99%A8%E8%A8%8A-%E5%A4%9A%E6%96%B9%E6%8E%A7%E7%9B%A4-%E9%A1%9E%E8%82%A1%E8%BC%AA%E6%BC%B2-%E5%81%8F%E5%A4%9A%E6%93%8D%E4%BD%9C-003914335.html
